,labels,target,yt8m_id,yt_id
1097,"[248, 402, 428, 1389]",outdoors,Kxzv,SDu1Td7cFq0
1098,[184],indoors,cnzv,ICZ2j4lSXyY
1099,"[15, 1238]",outdoors,Xwzv,dZaWphuNttE
1100,"[60, 166, 482]",outdoors,RAzv,fvS-7yxdxiQ
1101,"[310, 2105]",outdoors,Hnzv,HUUL3fjj-eM
1102,"[88, 364, 416, 514]",indoors,mxzB,nEfluU-qXzA
1103,"[15, 43, 60, 96, 101]",outdoors,3ZzB,ydPFXHX5j5U
1104,"[2, 83, 262]",outdoors,RizB,mRq896EQUlo
1105,"[60, 398, 482]",outdoors,anzB,Cu72hBgN6Gg
1106,"[8, 205, 1245, 1776]",indoors,dBzB,xq-tV8TRt48
1107,"[184, 191, 985, 1803]",indoors,aGzB,4MiT3jdrKNg
1108,"[2, 43, 60, 76, 101, 385]",outdoors,TjzB,gKXjLcWPOfM
1109,"[2, 18, 43, 59, 60, 76, 101]",outdoors,HAzB,2FwpeI_Comw
1110,"[18, 43, 59, 60]",outdoors,qWzB,LOrAN4qVaTU
1111,"[0, 83, 262, 541, 542]",outdoors,kizB,6vTdaJKAi_E
1112,"[43, 60]",outdoors,jdzB,mvquCx1rio4
1113,"[18, 43, 59, 60, 101, 1975]",outdoors,VKzB,SLLNNuzORhw
1114,"[2, 83, 262, 751]",outdoors,zkzB,orclhIVUbcA
1115,"[15, 60, 96, 239, 789, 1626, 1795]",outdoors,rXzN,6JOzvkWN1oI
1116,[60],outdoors,X9zN,yRTjNCzYiq8
1117,"[60, 353, 673, 3446]",outdoors,lazN,PoG5dSfgRq4
1118,"[2, 43, 60, 76, 281]",outdoors,8kzN,RgHrQgT7o5c
1119,"[60, 252, 995]",outdoors,3vzN,zqAaHfdV7dY
1120,"[18, 43, 59, 60, 101, 286]",outdoors,GmzN,0zsZ6vIMZRw
1121,"[184, 191, 299, 313]",indoors,TAzN,E3aoEnO7qWo
1122,"[15, 60, 239, 363, 686, 1714]",outdoors,VPzN,gnYyo72oeqY
1123,"[25, 60, 2194, 3080]",outdoors,RzzN,HjXe97mgO1A
1124,[60],outdoors,LNzN,Wj8aUb-Su94
1125,"[0, 254, 262, 542]",outdoors,0wzN,v2mkkq4CnuI
1126,[248],outdoors,GOzN,bMEc3-wE8eo
1127,[60],outdoors,aXzN,noVi0221RmQ
1128,"[11, 83, 262, 820]",outdoors,lNzW,JZ0YbSg2230
1129,"[60, 239, 428]",outdoors,iuzW,lKELlKtvwVQ
1130,"[83, 262]",outdoors,G7zW,p2UDUWzq1Hk
1131,"[60, 353, 519, 995, 2413, 3553]",outdoors,e0zW,cBFaUID9NhE
1132,"[184, 400]",indoors,CnzW,3q7bt7GnPaA
1133,"[60, 101]",outdoors,yXzW,AQuZ-KaKSD0
1134,[60],outdoors,82zW,zqppWDLjhVs
1135,"[60, 333]",outdoors,YhzW,SVBRiTTqV4w
1136,[248],outdoors,xxzW,5aT4K7GriWE
1137,"[60, 210, 685]",outdoors,QuzW,MlZdk3DAjsk
1138,"[60, 353, 673]",outdoors,KezW,0TldK9njyB4
1139,"[15, 18, 43, 59, 60, 101, 693, 823, 991, 1415, 1685]",outdoors,pGzW,ua1lIcfuqt8
1140,"[11, 83, 262, 751]",outdoors,nezW,Ix8MUyKtNqA
1141,"[0, 83, 262, 542]",outdoors,j5zW,FxteF9kJb3I
1142,"[17, 19, 129, 666]",outdoors,xazW,TKymh9JbpQY
1143,"[60, 237, 333, 365]",outdoors,MxzW,aNCvgjPwjGI
1144,"[60, 92]",outdoors,FzzW,61zTkBjMT10
1145,"[60, 289, 519, 995]",outdoors,XtzW,2Wr34YmpsOQ
1146,"[248, 364]",outdoors,hRAk,zxFsjO04Txw
1147,[248],outdoors,y3Ak,6JFfHbl9hyM
1148,"[15, 18, 60, 67, 239]",outdoors,mzAk,Tf4ettOy_Qs
1149,"[43, 60, 101, 286, 374, 1975]",outdoors,cXAk,JvTzQCTvZzw
1150,"[11, 83, 262, 720]",outdoors,vdAk,75EmhU2qhac
1151,"[60, 289, 353, 419, 519]",outdoors,SnAk,9Ie-zlzfNGs
1152,"[18, 43, 59, 60, 101, 286]",outdoors,ALAk,moovksBnT98
1153,[248],outdoors,XmAk,0v1uotvz0yc
1154,"[60, 141]",outdoors,qWAk,b7zPCQrLcNI
1155,"[18, 43, 59, 60, 101]",outdoors,2BAk,8rdgTo-1wy8
1156,"[60, 1393]",outdoors,eSAk,1OZISh4BGHE
1157,"[2, 60, 908, 965]",outdoors,TCAk,Xm4Q0KInPTc
1158,"[15, 18, 60, 67, 239, 1452]",outdoors,StAk,Dv598MXX1kM
1159,[184],indoors,1yAk,duXqBIuhzr4
1160,"[184, 191, 299, 364, 380, 416, 614, 985]",indoors,OdAE,ebC9YTr_XfY
1161,"[18, 43, 59, 60, 101]",outdoors,C2AE,SAuawQnC8Zk
1162,[248],outdoors,g5AE,RtHwObFgz1A
1163,"[307, 315, 400]",indoors,t2AE,052DDS1zyjU
1164,"[191, 248, 299, 1013]",outdoors,wwAE,0kGHo4Q58mw
1165,"[2, 83, 262]",outdoors,ywAE,9_KiXckq2rk
1166,"[15, 18, 60, 67, 140]",outdoors,RwAE,GHafoDy6jXE
1167,"[43, 60, 964, 1526, 2395]",outdoors,nHAE,F4-KLUFvdp0
1168,"[60, 239]",outdoors,jsAE,6dDbLJqaoYo
1169,"[60, 68, 72, 98]",outdoors,mrAE,lYOCwMDpVII
1170,"[60, 239, 2678]",outdoors,QNAE,dAJBnK0-L9g
1171,"[43, 60, 101, 182, 248, 374, 549, 1415]",outdoors,tuAE,n-WRyo2I818
1172,"[60, 353, 519, 2413]",outdoors,JTAE,DJGQXlvWXy8
1173,"[88, 184, 1638]",indoors,oCAE,WpY2E0MQaXo
1174,"[11, 262, 601]",outdoors,JrAE,gV3_Vm9Onnk
1175,"[60, 519]",outdoors,WUAI,QUUsUBEGjfE
1176,"[18, 43, 59, 60, 101]",outdoors,F5AI,vSUL4oYu8-c
1177,"[15, 18, 60, 87, 365, 1424, 2736]",outdoors,fkAI,aDSZKh1Zl7o
1178,"[112, 126, 220, 262]",outdoors,wxAI,RpBC8tyDF64
1179,"[60, 686, 1880, 3263]",outdoors,aaAI,XY_nKr2_f0U
1180,"[126, 220, 262, 302, 2718]",outdoors,FcAI,AcWfvcH-TwA
1181,"[2, 44, 186, 248]",outdoors,97AI,zfRT-K81hzQ
1182,"[184, 2001]",indoors,IMAI,sizQ_F7W1cM
1183,"[88, 364, 380, 400, 614]",indoors,NzAI,MgXswowzzF0
1184,"[2, 44, 53, 60, 186]",outdoors,YOAI,BYwznxYZdB0
1185,[184],indoors,9CAI,McRGjfMR498
1186,"[15, 262, 502, 619]",outdoors,F2AI,D4bzYWtE-yM
1187,"[88, 184, 307, 364, 380, 416, 514, 614, 1013]",indoors,EeAI,WgfaD8VsxjQ
1188,"[53, 58, 60, 163, 214, 232]",outdoors,qBAI,IxPDMqHvPaA
1189,"[15, 60, 239, 363, 686]",outdoors,zJAI,kp96lUJg4bo
1190,"[15, 262]",outdoors,IVAI,-rmai65eGLw
1191,"[11, 20, 22, 29, 32, 122, 307, 564]",indoors,ewBb,f1DjxyoTDlQ
1192,"[60, 141, 247, 255]",outdoors,XbBb,x5wROJFpDL8
1193,"[307, 341]",indoors,NZBb,abRB26O5ZEo
1194,"[2, 43, 60, 2270]",outdoors,INBb,yKdpIyqJ1SE
1195,"[60, 385, 419, 669]",outdoors,UwBb,F6wo9mBiqJI
1196,"[18, 43, 59, 60, 101, 374, 419, 823, 1824]",outdoors,d0Bb,Chca528SREM
1197,"[1020, 2211]",outdoors,ZeBb,Zd0qbPnmxH0
1198,"[0, 262, 542]",outdoors,ixBb,vU4enakk_Hc
1199,"[60, 1393]",outdoors,ALBb,H8MybGrqgT4
1200,"[88, 184, 313, 380, 416, 514]",indoors,sSBw,eviz85vpKS8
1201,"[83, 262, 542, 820]",outdoors,euBw,2dde9c0pdEE
1202,"[18, 43, 59, 60, 101, 286, 549]",outdoors,akBw,YkKQt_O5Egg
1203,[514],indoors,GlBw,U1sy_zHlQ3w
1204,"[88, 184, 380]",indoors,oqBw,A2GUfHceIPA
1205,"[88, 184, 380, 2776]",indoors,QoBw,HHgbrfvR7UQ
1206,"[60, 166, 398, 501]",outdoors,2VBw,AeI-CPN6s84
1207,"[60, 210]",outdoors,WFBw,w1xk_d5C3Xo
1208,[248],outdoors,4ZBw,UIh0htFwqpA
1209,"[60, 160]",outdoors,SJBw,Zf4PwZ5cMuY
1210,"[519, 666, 1238]",outdoors,gXBw,OwSx6UpIUZA
1211,"[2, 43, 60, 76]",outdoors,SzBw,1U3Ips66cQY
1212,"[15, 60, 96, 239, 363, 2071]",outdoors,qKBw,fuU5-GuBsYg
1213,"[248, 1848]",outdoors,pvBw,kbU69ebQ30g
1214,"[88, 184, 380, 416]",indoors,DgB3,kPJw39jXWuk
1215,"[88, 184]",indoors,kWB3,mO9GpuIwjm8
1216,"[15, 18, 60, 87, 244, 545]",outdoors,4oB3,hs4L5fH0DS8
1217,"[60, 519]",outdoors,D7B3,I1MUEcx-Szs
1218,[184],indoors,GEB3,BMrj2k9m2OM
1219,"[60, 239, 686]",outdoors,WLB3,HNLpfa9yi5I
1220,"[88, 184]",indoors,sAB3,gDxOJnHxy2M
1221,"[60, 798, 824, 971, 2443]",outdoors,dxB3,904kDcAScgk
1222,"[39, 184, 416]",indoors,j4B3,bZC594RQObQ
1223,[248],outdoors,F5B3,LvbM6zv8XVc
1224,"[2, 43, 60, 76, 1271, 2302]",outdoors,QvB3,kYLoT3kIRJs
1225,"[11, 22, 307, 341, 791, 1891]",indoors,CLB3,OGfgZBgYmT8
1226,"[184, 191, 299]",indoors,q4B3,QJHRbNVmnjA
1227,[248],outdoors,CdB3,xOKtNN_8Cgw
1228,[248],outdoors,EhB3,9qjbmvcfDmU
1229,"[88, 364, 416]",indoors,byCj,TfBVdtb-Zuk
1230,[184],indoors,lxCj,EX9uh_SCXuI
1231,"[15, 18, 60, 87, 333]",outdoors,MACj,z7kDr1Ng1WA
1232,"[60, 353, 673]",outdoors,daCj,9--MiE_Hd8Y
1233,"[15, 18, 43, 59, 60, 101, 374, 549, 693, 906, 2681, 3040]",outdoors,pQCj,2G__MEd-jeA
1234,"[18, 43, 59, 60, 101]",outdoors,3mCj,85Qcu75DC2Y
1235,"[15, 18, 60, 87, 365, 545]",outdoors,z5Cj,HuXt-iNREFc
1236,"[15, 262]",outdoors,gZCj,c2DivblKpuc
1237,"[15, 363, 1238]",outdoors,eKCj,wRMlZ_Wq2YU
1238,"[262, 1034]",outdoors,9KCj,DmpBHOhQbaU
1239,[248],outdoors,X8Cj,L2gz1H1BaQ4
1240,"[88, 184, 311, 2910]",indoors,rkCj,gltGcmDXEEk
1241,[262],outdoors,I3Cj,ZMqsNnuguKs
1242,"[11, 20, 22, 307, 1265, 1672]",indoors,oECj,rhEVwNC5uGc
1243,[60],outdoors,SSCj,1pNJkdZty6M
1244,"[15, 18, 60, 87, 333, 365]",outdoors,x9Cj,ih0rYKmEeeM
1245,"[18, 43, 59, 60, 101, 286]",outdoors,vRCj,q7u65l6vKyc
1246,"[60, 353, 673]",outdoors,UDCE,JaDLCBH8hfI
1247,"[15, 18, 60, 87]",outdoors,VECE,jeTBoSvOcQw
1248,"[262, 619, 3230]",outdoors,0UCE,borSAaCeqjQ
1249,"[2, 7, 83, 208, 262, 751]",outdoors,n3CE,qXBhj8Taxj0
1250,"[19, 60, 210]",outdoors,QKCE,LmFpDQKmdWk
1251,"[2, 60, 76, 385, 419, 1055, 1569]",outdoors,CxCE,Tj1wuAfQnNs
1252,"[88, 184, 380, 416]",indoors,yCCE,1tonKq6LxN4
1253,"[184, 277]",indoors,WzCE,NNMbn_Mq_6I
1254,"[0, 83, 254, 262, 542]",outdoors,LQCE,PZ09asS1uW0
1255,"[15, 60, 2625]",outdoors,tFCE,MpVyfS3BQzo
1256,"[88, 184, 2536]",indoors,4KCE,BYTtHC1x1R4
1257,"[15, 60, 709, 2771, 3598]",outdoors,xzCE,qcr2ZHQ6O1g
1258,"[88, 514, 2885]",indoors,edCE,DFhZlGPxfXg
1259,"[1, 74, 184, 187, 736, 1730]",indoors,WhCE,v_LWJWmKW2o
1260,"[71, 248]",outdoors,NSCE,V5RGlxWZuNI
1261,"[18, 43, 59, 60, 101, 286]",outdoors,AeCE,kzViytIIJQg
1262,"[11, 307, 477]",indoors,4TCF,qWHepedVAHc
1263,"[184, 191, 985, 1803]",indoors,bQCF,eu26CqwS-5c
1264,"[60, 166]",outdoors,10CF,hKrSjNC0xhY
1265,"[60, 141, 247, 255]",outdoors,BMCF,HxHEItVKqiE
1266,"[248, 990]",outdoors,KmCF,Ur4VJXPTq9U
1267,"[2, 17, 30, 55, 60, 143, 166, 340]",outdoors,kICF,Kbr_B76-uVM
1268,"[15, 96, 262, 789]",outdoors,uwCF,H3N5S3TaUmQ
1269,"[11, 20, 22, 29, 32, 112, 122, 173, 307]",indoors,vXCF,baFtDjm2xr4
1270,"[2, 43, 60, 76, 101, 374, 385, 549, 3703]",outdoors,F0CF,7zYLFTOP5Sw
1271,"[43, 60, 101, 286, 873, 1032]",outdoors,dlCF,4dFlqvybFkE
1272,[666],outdoors,ynCF,Y5PTK1aioaM
1273,"[2, 7, 83, 262, 541]",outdoors,VVCF,MvAATky8Egg
1274,[248],outdoors,HOCF,xRk9k90Jldo
1275,"[18, 43, 59, 60, 101, 286]",outdoors,h7CF,aJo6qVycM2E
1276,"[252, 666]",outdoors,xCCF,7LD6m4dI2Tw
1277,"[11, 262]",outdoors,MxCN,_rjz-Kft4vo
1278,"[88, 184, 307, 364, 380, 416, 514, 614, 899]",indoors,G0CN,KSkNDOWe3rw
1279,"[2, 43, 60, 76, 281, 693, 2227]",outdoors,usCN,p3UKd5RuC_Y
1280,"[2, 30, 55, 60]",outdoors,ZHCN,OqywgsWUD5A
1281,"[184, 400, 416, 614, 952, 1152, 1608]",indoors,H7CN,sCwKgC9bJ-g
1282,"[88, 184, 191, 380, 614, 985]",indoors,blCN,5KClt3rKdIM
1283,"[184, 390]",indoors,hhCN,X_x3W-Mfbj4
1284,"[15, 60, 239, 1452]",outdoors,xrCN,wbc2Aow6zhM
1285,"[43, 60]",outdoors,sGCN,Mc-jcBKF3Ww
1286,[248],outdoors,zoCN,UetmzMWgiqk
1287,"[18, 43, 59, 60, 101, 286, 1975]",outdoors,BmCN,Gy3OoNIG5Wg
1288,"[15, 60, 239, 363]",outdoors,HfCN,3TEgvQipsYg
1289,"[18, 43, 59, 60, 101, 286]",outdoors,E9CN,H6BcrbjAXZ4
1290,"[0, 1, 27, 262, 2011, 2953]",outdoors,aGCN,_0HDgBkNP8E
1291,"[60, 160, 273]",outdoors,w3CQ,JimsF-vTIk8
1292,"[83, 262, 542]",outdoors,EPCQ,pGzH0Fhyg1I
1293,[248],outdoors,pPCQ,BOj7C4JhJ4Y
1294,"[191, 248, 299]",outdoors,9RCQ,52y9lRDgRpc
1295,"[53, 58, 60, 163, 214, 232, 494]",outdoors,tfCQ,hRUGjp0wi2c
1296,"[598, 857, 1245]",indoors,tWCQ,Jm4mSVXDCjE
1297,"[15, 60, 262, 1057]",outdoors,PkCQ,dyLNla99KZI
1298,"[88, 184, 364, 380]",indoors,rdCQ,0Sq2J_ySAgA
1299,"[0, 60]",outdoors,ybC6,8G2HXZAouSc
1300,"[88, 184, 307, 380, 416, 614]",indoors,OHC6,6HpJ4aV8yz0
1301,[248],outdoors,KFC6,T2M4_qAlUDE
1302,"[18, 43, 59, 60, 374, 549, 906]",outdoors,4AC6,4rHuz_QFhcw
1303,"[18, 43, 59, 60, 101, 286, 2952]",outdoors,nPC6,SrfXIk_Sscw
1304,"[60, 68, 72, 98, 151]",outdoors,UUC6,cBp8worV0jI
1305,"[53, 58, 60, 214, 494]",outdoors,slC6,rSjQ1jfb7zI
1306,"[15, 18, 60, 87, 365, 536]",outdoors,7WC6,MTUB5T-SLLA
1307,"[88, 184, 299, 380, 416, 614]",indoors,EpC6,5M51fzPLyS8
1308,"[18, 43, 59, 60, 101, 374]",outdoors,0WC6,y6cIX8UA1uk
1309,"[43, 60, 101, 286, 2350]",outdoors,B3C6,vK61HVIpAiM
1310,"[15, 18, 43, 59, 60, 374, 549, 2490]",outdoors,ahC6,M05vzY4eVZc
1311,"[15, 96, 262]",outdoors,GoC6,YQ2qhwj3Jzs
1312,"[11, 307]",indoors,CRC6,0xdadsq89YE
1313,"[83, 262, 2130]",outdoors,VkC6,eEx0CVc5VX4
1314,"[88, 184, 307, 364, 380, 416, 614]",indoors,tZC6,sviot6-vgUY
1315,"[60, 1056]",outdoors,sGC6,dDJfEDBj4m0
1316,"[353, 666, 1194]",outdoors,l8C6,jKzAk-AiwSI
1317,"[8, 1245]",indoors,brC6,VbODKlyw6Uw
1318,[248],outdoors,M5C6,QN5hP69DR2s
1319,"[43, 60, 101, 286, 549]",outdoors,urC6,XnqwFSIoeV8
1320,[1226],outdoors,uCC6,5YlnMQzs3YY
1321,"[248, 1120, 2626]",outdoors,tcC6,FnCGvk6Ayek
1322,"[60, 239, 789, 1626]",outdoors,KzDc,6NDS9B45ek4
1323,"[88, 184, 307, 380, 416, 514, 614]",indoors,fjDc,uSc2LRI_KIs
1324,"[2, 60, 76, 1055]",outdoors,FTDc,yrxnAJG4Xew
1325,"[2, 18, 43, 59, 60, 76, 101, 2227]",outdoors,glDc,CNhR4jVT86g
1326,[184],indoors,DPDc,8k5A-kwgTq8
1327,[60],outdoors,2nDc,N5lC5dWVDh0
1328,"[88, 184, 307, 380, 416, 497, 614]",indoors,Q5Dc,U5kpIeEMdTM
1329,"[2, 43, 60, 76, 101]",outdoors,9yDc,Q80RE6h3uYA
1330,"[2, 43, 60, 76, 281, 385, 1271]",outdoors,KiDc,N9OWVR-nY4I
1331,[666],outdoors,9IDc,4JXUsAvEQbI
1332,"[43, 60, 101, 642]",outdoors,EKDc,SmiVAybycAM
1333,"[60, 419, 1271, 1393]",outdoors,DbDc,rH2WorJki6o
1334,[60],outdoors,UQDc,YSjBwy8krGA
1335,"[307, 1299]",indoors,AMDc,F4nke5w4F1k
1336,"[307, 2405]",indoors,8uDc,XDeC60Uk9Gg
1337,"[88, 184, 299, 380, 416]",indoors,VuDc,Q-_B9ufSv6Q
1338,"[83, 254, 262, 542]",outdoors,QuDc,wIo45rVbaCU
1339,"[244, 248]",outdoors,IRDc,xXHkC7tTe84
1340,"[60, 519, 1409, 2438]",outdoors,XmDc,ij0PTmc3EUo
1341,"[0, 26, 307]",indoors,BBDc,l3FsIeHrLmQ
1342,"[11, 20, 22, 29, 32, 122, 303, 307, 397, 560, 1450]",indoors,UZDf,wgQdtEPDNUs
1343,"[15, 18, 60, 67]",outdoors,kkDf,_CzU964bpss
1344,"[2, 43, 60, 76, 385]",outdoors,ubDf,K7Dsu__Of0E
1345,"[262, 2000]",outdoors,3eDf,rdJkbbttdZA
1346,"[18, 43, 59, 60, 101]",outdoors,C4Df,uLmGO-VUH9g
1347,"[26, 88, 184, 194, 441, 1944]",indoors,JbDf,eZm6RIzr-v0
1348,"[18, 43, 59, 60, 101, 286, 374, 549, 2490]",outdoors,QODf,sVenpv4Lp1o
1349,"[88, 184]",indoors,OeDf,Hy1PzU642Js
1350,"[88, 184, 364, 380, 416]",indoors,cfDf,Ur2jQHAl-gc
1351,"[53, 58, 60, 163, 232]",outdoors,0FDf,M9i9d3QwFX4
1352,"[184, 313, 388, 497, 1771, 2790]",indoors,4VDf,wPENgINltts
1353,"[88, 184, 307]",indoors,HUDf,qDdmIhPN2iw
1354,"[514, 1148]",indoors,39Df,KM8Wa1jc8xM
1355,[60],outdoors,I5Df,DOpMqYfxEgw
1356,"[191, 248, 299]",outdoors,uEDf,mTUT38HMtzQ
1357,"[0, 262, 542]",outdoors,KVDf,ddtJScv2vS4
1358,"[60, 289, 519, 666]",outdoors,CIDf,T_9WYkrHsf8
1359,"[514, 1148, 2473]",indoors,nQDf,d44ZmhMJdfs
1360,"[60, 244, 318, 333]",outdoors,cPDf,U6PdHYhqWPg
1361,"[60, 160, 273]",outdoors,3fDf,o5xISRmTWT0
1362,"[11, 20, 22, 32, 122, 221, 307, 2321]",indoors,V9Df,wykFp8DV_Kg
1363,[2211],outdoors,RmDf,xni56UTSg8c
1364,"[60, 248]",outdoors,mrDf,_E8V912oVjU
1365,[666],outdoors,DJDf,igOe1_XrfAg
1366,"[0, 60]",outdoors,bKDf,m7G5GSt-AjY
1367,"[307, 388, 400, 497, 1299, 2277]",indoors,0ZDh,YyyuAsuXb8I
1368,"[2, 18, 43, 59, 60, 76, 101, 1975]",outdoors,6xDh,5lzefhkVpRM
1369,"[88, 184, 299]",indoors,tIDh,aiQCL-A4OnI
1370,"[18, 43, 59, 60, 101]",outdoors,lUDh,hsNnasLOoKc
1371,[248],outdoors,S4Dh,5xwG6SYmGPo
1372,"[60, 1002]",outdoors,nyDh,bh2x8w8iJtk
1373,"[289, 427, 519, 666]",outdoors,SFDh,JL_iJycF-3k
1374,"[60, 141, 247, 255]",outdoors,DiDh,5IqKWS1ogj4
1375,"[191, 248, 299]",outdoors,RaDh,pv7fdFcaPH4
1376,"[514, 1148, 2473]",indoors,6XDh,fLwt9_zenRM
1377,"[15, 18, 60, 67, 239]",outdoors,wEDh,gymt1jqGYBA
1378,"[11, 83, 262, 619, 720, 751]",outdoors,XGDh,QdigsmSrGTE
1379,"[15, 18, 87, 262, 541, 820]",outdoors,ZoDh,OTp6VtpdgDE
1380,"[1238, 1918]",outdoors,ArDh,LapqnZ8BwIc
1381,"[15, 18, 60, 67, 140, 1048]",outdoors,UUDh,V43M-MFJHXo
1382,"[248, 3857]",outdoors,kEDh,rDiXZqLLyg0
1383,"[184, 191, 1159]",indoors,88Dh,HsrtI76aXig
1384,"[60, 398, 482, 519, 690]",outdoors,VTDh,kkPHc-rZxZM
1385,"[88, 184, 307, 380, 416, 514, 614]",indoors,IaDG,mZmW4K-oIyo
1386,"[60, 428, 825]",outdoors,h2DG,bgo8kCs4e4g
1387,"[62, 83, 112, 220, 262]",outdoors,mADG,KikS9x9P-Tg
1388,"[27, 313, 1097, 2105]",outdoors,hSDG,eSYCsjue18E
1389,"[60, 180]",outdoors,Z0DG,EoCdhWRkM7s
1390,"[15, 60, 239]",outdoors,zRDG,9v7ii844im8
1391,"[60, 210, 427]",outdoors,UZDG,iL8vmEqjx8U
1392,"[60, 353, 385, 673]",outdoors,VgDG,iQMFGUAJ24A
1393,"[18, 43, 59, 60, 101, 286, 823]",outdoors,QBDG,9NDRNRyvb68
1394,[248],outdoors,v6DG,RJabNtkGEh8
1395,"[11, 83, 262, 601, 720]",outdoors,qoDG,ddH-TNdhuic
1396,"[60, 239, 291]",outdoors,fpDG,1AFtOWWvY48
1397,"[18, 43, 59, 60, 101, 286, 374, 1685]",outdoors,ksDG,dwA9lktnroE
1398,"[60, 88, 251, 313]",outdoors,2CDG,YZacibyu3j8
1399,"[184, 364]",indoors,GPDG,e6NH4D3K4DI
1400,[307],indoors,91DG,l-bfbZoUJ7o
1401,"[60, 519, 666]",outdoors,dHDG,HENyYD9xiMQ
1402,"[18, 43, 59, 60, 101, 374]",outdoors,ttEa,h3Uit4-PFVU
1403,[248],outdoors,OAEa,Wyeq2ik5Ukk
1404,"[15, 18, 43, 59, 60, 101, 286]",outdoors,umEa,CzNuuu_8pQQ
1405,"[182, 248, 634, 3857]",outdoors,AYEa,GjTuwTApOXk
1406,"[60, 101, 286, 549]",outdoors,IEEa,Q_ZgrPKkYyE
1407,"[11, 83, 262, 820]",outdoors,pLEa,Jsp5aLC_eME
1408,"[88, 184, 380, 416, 614]",indoors,Y7Ea,e0oux-4D2ew
1409,"[307, 388, 497, 1299, 2305]",indoors,15Ea,jJ8_iyNR8pQ
1410,"[182, 248, 634]",outdoors,RkEa,7qXFARtkklg
1411,"[60, 210]",outdoors,gqEa,EGFS_uIpS_U
1412,"[88, 251, 313, 347, 614]",indoors,H7Ea,L7gFhKu94Ug
1413,"[26, 262]",outdoors,gsEa,bv-HzXcOsX8
1414,"[184, 227, 474, 985]",indoors,KXEa,vNVdTeMXwOM
1415,"[182, 248, 634]",outdoors,byEe,eeDEANkELwo
1416,"[307, 2277]",indoors,mHEe,OejXOYcPeYU
1417,"[18, 43, 59, 60, 101]",outdoors,rmEe,QuTXZTRSCLY
1418,"[60, 519, 995]",outdoors,rHEe,Kkmw471iOxc
1419,"[88, 184, 313, 380]",indoors,2kEe,Jvyp5Lflkm4
1420,"[88, 184]",indoors,FwEe,K1q1yjNgL4E
1421,"[60, 138, 166, 398, 482, 501]",outdoors,YXEe,AVg_VX8Q76I
1422,"[15, 262, 502, 3018]",outdoors,IdEe,DLA4GnsxPfo
1423,[248],outdoors,DBEe,zROHiuQXug8
1424,"[2, 60, 76, 385, 2696]",outdoors,z0Ee,tMJWzjSzt4U
1425,"[11, 83, 262, 601, 720]",outdoors,XpEe,TwRENwd272Y
1426,"[60, 353, 673]",outdoors,PTEe,YH7Sv7IS9mA
1427,"[88, 184, 380, 416]",indoors,lOEe,1F4Jg30_hJc
1428,"[60, 239]",outdoors,aVEe,wRadWW_nUjM
1429,"[15, 18, 43, 59, 60, 101, 286]",outdoors,t6Ee,grIoYvVyNsc
1430,"[2, 17, 60, 95, 116, 135, 297, 490, 583]",outdoors,GjEe,P-U79rU4kV0
1431,"[88, 364, 514, 1013, 1148]",indoors,ZtEe,uzVXxxD6g68
1432,"[43, 60, 101, 286, 374, 2681]",outdoors,fgEe,Zt6a_TeBMk8
1433,"[60, 68, 72, 98, 151]",outdoors,pgED,tIU3CzTJo5Y
1434,"[184, 390, 1300]",indoors,jcED,xCuTMh6m1IE
1435,"[289, 666]",outdoors,scED,X-rjGfdELSk
1436,"[60, 353, 388, 673]",outdoors,9nED,9USV_HDXIvg
1437,"[60, 353, 673]",outdoors,qyED,9Vjmi9uYnyc
1438,"[191, 248]",outdoors,ERED,taImHw2-tEk
1439,"[60, 239, 291, 2625]",outdoors,E0ED,pUMjznikrzk
1440,"[11, 112, 173, 262]",outdoors,mJED,2sx8MDm8x04
1441,"[18, 43, 59, 60, 101, 419, 823]",outdoors,RqED,t2QszeQ-kUg
1442,"[11, 83, 262, 720, 751]",outdoors,SbED,pZw2OrS64f4
1443,"[16, 43, 60, 1415]",outdoors,b4ED,DmolelGbJIg
1444,"[88, 307, 364]",indoors,BzED,S3YuuC-Conc
1445,"[15, 18, 60, 67, 239, 2924]",outdoors,GpED,kAC21Zi3rOQ
1446,"[0, 42, 262, 306]",outdoors,M9E0,_tCee6Ujwik
1447,"[179, 248]",outdoors,BxE0,XRuGJs-Doaw
1448,[248],outdoors,DJE0,LErPvsbXh6k
1449,"[11, 83, 262, 506]",outdoors,4pE0,NTqMWiQoY8U
1450,"[126, 239, 262, 686, 720, 1626]",outdoors,IzE0,2yJgO31F2Hw
1451,"[184, 191, 299, 1159]",indoors,eoE0,4eQiHfSt5n4
1452,"[60, 519, 995]",outdoors,g5E0,jwdfd74TDy4
1453,"[2, 43, 60, 76, 473, 547]",outdoors,WNE0,k1fHi_Nghso
1454,"[60, 519, 995]",outdoors,pgE0,LAE1rYfrA5o
1455,[1245],indoors,SOE0,zZoyE5EaWHg
1456,"[0, 1245]",indoors,TJE0,IWryGw5F-qc
1457,"[262, 2000]",outdoors,OuE0,b9HVOtNN8Uc
1458,"[39, 121, 156, 207, 338, 529, 1245]",indoors,jQE0,8pVCl7ROwfk
1459,"[88, 307, 1299]",indoors,sVE0,jqna56NV8po
1460,"[60, 311, 360, 1933]",outdoors,lHFm,KDDSwGNjbgk
1461,"[60, 353, 669]",outdoors,qUFm,rdvRpoTYFuc
